"","cbsa","id2","treatment","rent00","hinc00","pnhwht12","pnhblk12","phisp12","ppov12","punemp12","hinc12","hincb12","hincw12","phs12","pcol12","pown12","mhmval12","Treated","Control"
"22071010700","35380",22071010700,1,602,30701,78.23000336,14.30000019,4.579999924,7.78000021,5.230000019,65026,32227,78036,13.23999977,68.62999725,45.18999863,367200,1,0
"22071010800","35380",22071010800,0,341,46979,94.23999786,1.139999986,2.539999962,7.559999943,6.869999886,85595,49940.7174925069,92734,10.06999969,78.51999664,62.29000092,446400,0,1
"22071010900","35380",22071010900,1,888,28983,51.16999817,41.09000015,6.889999866,16,10.22999954,49767,44327,75531,21.12000084,55.15000153,53.20000076,305900,1,0
"22071011100","35380",22071011100,1,583,18482,20.63999939,77.54000092,1.690000057,37.97000122,16.12000084,27849,26563,61500,40.02000046,30.04000092,44.84999847,190900,1,0
"22071011200","35380",22071011200,0,320,39226,51.81000137,33.79000092,9.899999619,22.20000076,11.07999992,68750,59659,68667,31.92000008,53.75999832,50.18999863,262600,0,1
"22071011400","35380",22071011400,0,570,39125,84.94999695,6.590000153,3.849999905,9.579999924,0,79750,129125,66438,16.25,62.95999908,55.74000168,383900,0,1
"22071011500","35380",22071011500,0,346,46875,82.80000305,5.409999847,2.519999981,12.26000023,2.559999943,78525,49940.7174925069,75938,26.12000084,56.04999924,61,418900,0,1
"22071011600","35380",22071011600,0,279,59769,87.75,1.440000057,6.769999981,1.970000029,3.450000048,117981,49940.7174925069,116125,5.039999962,82.76999664,68.87999725,490900,0,1
"22071011700","35380",22071011700,0,421,92747,92.45999908,0,3.569999933,3.5,2.349999905,122222,49940.7174925069,124073,1.860000014,85.70999908,72.75,631000,0,1
"22071011900","35380",22071011900,1,392,48558,91.37999725,1.080000043,5.679999828,25.96999931,2.799999952,75980,49940.7174925069,76182,4.170000076,81.30000305,47.79999924,363200,1,0
"22071012000","35380",22071012000,0,216,75249,85.27999878,6.880000114,6.670000076,19.70999908,6.539999962,107946,14458,109107,6.539999962,77.79000092,70.55999756,577500,0,1
"22071012101","35380",22071012101,0,600,32857,73.43000031,6.329999924,8.579999924,24.90999985,10.17000008,69028,49940.7174925069,76786,2.190000057,80.16000366,42.5,375000,0,1
"22071012102","35380",22071012102,1,353,24886,67.52999878,12.51000023,13.09000015,44.84999847,10.56999969,34722,23939,44250,1.620000005,84.65000153,47.84999847,491500,1,0
"22071012200","35380",22071012200,0,346.3665161,58835.99872,68.15000153,11.64000034,7.809999943,7.949999809,3.569999933,80833,65074,79779,12.46000004,73.29000092,64.26999664,317300,0,1
"22071012300","35380",22071012300,0,495,31705,43.08000183,52.18999863,3.49000001,24.46999931,13.32999992,51375,25909,66696,32.77000046,40.22999954,49.74000168,205200,0,1
"22071012400","35380",22071012400,0,350.6335007,43094.59383,40.43000031,50.02000046,8.949999809,35.31999969,4.840000153,63708,19129,94306,26.01000023,54.50999832,76.94000244,297100,0,1
"22071012500","35380",22071012500,0,599,28370,64.01000214,25.87000084,4.489999771,19.69000053,2.930000067,37150,28194,41613,18.84000015,64.41999817,37.70999908,302000,0,1
"22071012600","35380",22071012600,1,670,30644,81.65000153,3.970000029,3.519999981,22.18000031,5.559999943,42500,16591,49957,11.13000011,78.55000305,34.59000015,331800,1,0
"22071012700","35380",22071012700,0,657,27041,53.99000168,38.91999817,5.829999924,24.30999947,21.02000046,42868,25033,54609,32.79999924,51.88000107,48.58000183,246900,0,1
"22071012800","35380",22071012800,0,670,34635,59.02000046,27.03000069,5.079999924,18.37999916,1.909999967,51902,49250,56656,20.64999962,60.36000061,43.16999817,278400,0,1
"22071012900","35380",22071012900,0,493,21500,65.68000031,20.13999939,4.449999809,27.19000053,5.539999962,38877,8796,39528,22.18000031,65.40000153,40.54000092,243200,0,1
"22071013000","35380",22071013000,0,491,19153,38.95999908,60.15999985,0.310000002,28.92000008,10.14000034,24947,21463,66200,49.09999847,40.43999863,30.78000069,146100,0,1
"22071013100","35380",22071013100,0,451,17279,2.140000105,88.12000275,9.369999886,51.40999985,13.98999977,20733,19680,36667,63,6.5,36.97000122,109600,0,1
"22071013200","35380",22071013200,1,679,27217,28.28000069,67.5,4.21999979,27.15999985,6.519999981,40582,34248,55721,46.81000137,24.52000046,36.11999893,218300,1,0
"22071013301","35380",22071013301,0,221,73229,89.98000336,0.74000001,7.190000057,3.950000048,3.700000048,94250,49940.7174925069,105568,12.10999966,69.44999695,91.66999817,369800,0,1
"22071013302","35380",22071013302,0,34,92735,66.36000061,19.40999985,5.389999866,12.23999977,6.309999943,89545,63750,128750,7.679999828,76.76000214,79.09999847,328800,0,1
"22071013400","35380",22071013400,1,707,37867.87056,59.47000122,20.62999916,5.110000134,32.13999939,3.75,46250,9805,73250,18.11000061,61.06999969,27.80999947,319400,1,0
"22071013500","35380",22071013500,0,1438,32731.88061,83.88999939,2.029999971,8.590000153,10.89999962,2.710000038,62337,22019,62083,24.13999939,55.56999969,30.05999947,412700,0,1
"22071013600","35380",22071013600,1,327,20233.18371,35.20999908,59.24000168,5.159999847,31.61000061,9.409999847,32735,21716,45179,42.75999832,28.12999916,57.11000061,162500,1,0
"22071013700","35380",22071013700,1,890,15518.47352,1.25999999,96.98000336,1.75999999,55.90000153,16.29999924,19931,22546,11500,60.04000092,2.640000105,47.06000137,110600,1,0
"22071013800","35380",22071013800,0,1676,11068.89955,4.900000095,94.93000031,0.170000002,31.82999992,24.45000076,27591,19028,55500,73.97000122,18.07999992,39.84999847,123000,0,1
"22071013900","35380",22071013900,1,750,22743.00493,48.29999924,41.04999924,8.510000229,19.78000069,16.73999977,29229,28481,54891,40,37.65000153,20.02000046,334900,1,0
"22071014000","35380",22071014000,1,923,9034.20284,3.690000057,93.51999664,1.950000048,59.79000092,37.20999908,9975,10423,10000,84.55999756,3.910000086,7.110000134,90800,1,0
"22071014100","35380",22071014100,0,748,11167.10638,24.88999939,72.33999634,2.269999981,37.20999908,11.02000046,21377,14311,50402,53.09000015,22.81999969,11.81000042,164800,0,1
"22071014200","35380",22071014200,0,549,20869.07767,52.18000031,43.15000153,3.069999933,26.43000031,11.06000042,34926,26667,81042,33.56999969,39.99000168,44.72000122,170600,0,1
"22071014300","35380",22071014300,0,1233,10226.80691,2.099999905,96.86000061,0.949999988,48,31.31999969,14714,15250,9250,58.70999908,5.800000191,12.35999966,93300,0,1
"22071014400","35380",22071014400,0,531,25290.48643,40.34000015,38.63000107,13.68999958,14.89000034,8.130000114,47156,38750,60313,36.86999893,46.65999985,52.15000153,259000,0,1
"22071014500","35380",22071014500,0,356.3075562,12901.00009,17.09000015,77.66000366,4.360000134,15.9567745723636,10.0264053793369,56639.9112417014,49940.7174925069,60451.1686363636,79.83999634,0.680000007,64.7856257224851,225209.682896467,0,1
"22071980000","35380",22071980000,1,0.322431564,34792.0007,84.62000275,7.690000057,0,15.38000011,0,56639.9112417014,49940.7174925069,60451.1686363636,7.690000057,84.62000275,0,225209.682896467,1,0
"22071980100","35380",22071980100,0,0.012779796,32450,63.9243262863757,13.4047409142474,15.2274662776778,15.9567745723636,10.0264053793369,56639.9112417014,49940.7174925069,60451.1686363636,43.7038297014993,27.4603351596808,64.7856257224851,225209.682896467,0,1
"22075050100","35380",22075050100,0,117,31318,44.59999847,54.22000122,1.190000057,14.51000023,10.81000042,42917,34531,58523,59.33000183,16.23999977,82.19999695,110300,0,1
"22075050200","35380",22075050200,1,597.9978027,52264.00153,84.44000244,2.119999886,7.340000153,7.53000021,4.269999981,72371,28398,74162,49.68000031,19.63999939,74.79000092,246800,1,0
"22075050300","35380",22075050300,0,503.0021844,37083.13419,77.19999695,12.52999973,8.170000076,7.539999962,7.210000038,63369,106114,60313,46.63000107,19.59000015,39.43000031,197400,0,1
"22075050400","35380",22075050400,0,110,36354,47.81000137,40.74000168,0.560000002,8.340000153,4.96999979,55278,49926,88393,67.19999695,15.06000042,97.27999878,160600,0,1
"22075050500","35380",22075050500,0,144,33125,16.70000076,66.23999786,4.159999847,23.15999985,9.109999657,38426,26806,56905,72.48000336,2.089999914,94.44000244,76500,0,1
"22075050600","35380",22075050600,0,105,27208,63.27999878,32.36999893,0,9.149999619,2.200000048,48684,24167,71912,58.09000015,13.59000015,94.84999847,85000,0,1
"22075050700","35380",22075050700,0,231,33059,79.16000366,3.50999999,0,15.56999969,2.099999905,41250,49940.7174925069,51451,56.20000076,11.13000011,94.97000122,60500,0,1
"22075050800","35380",22075050800,0,96,32625,61.95999908,33.15000153,0.790000021,35.08000183,15.09000015,28125,57652,29464,82.15000153,3.329999924,92.16000366,75400,0,1
"22087030103","35380",22087030103,0,318.9210815,27841.00079,73.40000153,17.59000015,7.039999962,19.76000023,14.63000011,34793,44141,35188,68.37000275,4.880000114,85.37999725,111600,0,1
"22087030104","35380",22087030104,0,165.0789158,33215.81812,70.5,0,25.61000061,21.78000069,19.22999954,30515,49940.7174925069,26800,68.59999847,8.859999657,83.98000336,106400,0,1
"22087030105","35380",22087030105,0,77,23566,36.59000015,42.50999832,20.90999985,10.10000038,24.48999977,32865,49940.7174925069,33698,78.23000336,13.27999973,71.54000092,154500,0,1
"22087030203","35380",22087030203,0,462,32472,79.90000153,4.96999979,11.72999954,12.97000027,9.609999657,43875,9948,45818,52.22000122,10.93000031,78.22000122,129800,0,1
"22087030204","35380",22087030204,0,532,34450,30.36000061,57.15999985,7.71999979,25.61000061,17.28000069,38309,31601,46938,59.47000122,12.22000027,71.16999817,113700,0,1
"22087030206","35380",22087030206,0,148,53909,82.55999756,6.639999866,4.239999771,14.92000008,11.02000046,62594,83750,64693,56.97000122,7.400000095,75.68000031,134700,0,1
"22087030207","35380",22087030207,0,287,50179,74.69000244,10.43000031,5.619999886,15.36999989,9.119999886,53333,43571,55662,51.61000061,26.32999992,73.19999695,144800,0,1
"22087030208","35380",22087030208,0,64,57292,66.69000244,6.53000021,7.75,4.179999828,4.360000134,58304,81458,61522,51.18000031,17.79999924,93.56999969,153100,0,1
"22087030209","35380",22087030209,0,604,33910,75.29000092,12.93999958,11.76000023,13.85999966,17.79000092,46250,30568,52972,62.56999969,10.73999977,80.23000336,124900,0,1
"22087030300","35380",22087030300,0,403.9872131,32450,71.08999634,4.300000191,24.14999962,15.17000008,9.800000191,35313,42188,40893,57.84999847,13.52999973,62.34999847,163500,0,1
"22087030400","35380",22087030400,0,235.6212921,33386.00041,81.76000214,9.869999886,6.28000021,14.71000004,14.03999996,43100,49940.7174925069,43650,66.30999756,3.420000076,75.62999725,123400,0,1
"22087030500","35380",22087030500,0,111.3787136,35873.08635,65.91000366,21.37999916,8.260000229,25.12000084,7.53000021,34938,24426,38906,57.90999985,11.68000031,69.38999939,139100,0,1
"22087030601","35380",22087030601,0,209,54018,64.38999939,19.51000023,7.239999771,41.95000076,9.050000191,42386,97589,60714,56.52999878,6.139999866,55.56000137,133600,0,1
"22087030602","35380",22087030602,0,313,31432,75.04000092,8.510000229,15.36999989,16.5,10.77999973,31461,31632,29483,54.25,15.88000011,77.63999939,116000,0,1
"22087030603","35380",22087030603,0,1054,23750,57.36999893,34.88000107,7.75,31.23999977,14.30000019,24766,18692,35964,82.41999817,3.730000019,0,225209.682896467,0,1
"22087030700","35380",22087030700,0,347,23950,87.26999664,6.550000191,6.179999828,11.05000019,17.10000038,40441,21731,40054,62.86000061,11.42000008,54.95000076,115900,0,1
"22087030800","35380",22087030800,1,1038,32161,74.94000244,16,3.940000057,17.57999992,9.020000458,31656,25213,43542,61.25999832,7.409999847,40.88999939,119600,1,0
"22089060100","35380",22089060100,0,38.79409027,48388.00112,77.08000183,17.26000023,4,4.269999981,10.5,59250,58750,59438,55.61000061,21.62000084,78.93000031,2e+05,0,1
"22089062100","35380",22089062100,0,522.9998779,37007.99897,52.97000122,39.74000168,6.659999847,16.47999954,7.380000114,54129,34700,67059,53.47999954,17.62999916,76.08999634,158000,0,1
"22089062200","35380",22089062200,0,167,31512,30.39999962,65.12000275,0.970000029,26.04999924,17.40999985,40288,31964,64013,61.31000137,8.06000042,82.33000183,123300,0,1
"22089062301","35380",22089062301,0,262,74830,75.33999634,12.60000038,7.71999979,4.849999905,8.329999924,97643,68221,99754,29.23999977,33.56000137,87.45999908,251700,0,1
"22089062302","35380",22089062302,0,193,56297,69.37999725,21.45999908,7.53000021,10.22999954,3.609999895,65956,59125,65717,46.15000153,28.52000046,84.86000061,201600,0,1
"22089062400","35380",22089062400,0,108.0000952,28482.00464,63.08000183,35.38000107,1.539999962,6.880000114,13.06000042,39000,19125,44484,65.26000214,7.789999962,85.40000153,100600,0,1
"22089062500","35380",22089062500,0,209,37326,84.86000061,10.35000038,2.25,11.17000008,3.809999943,49327,65547,49519,56.61999893,14.07999992,83.23000336,155800,0,1
"22089062700","35380",22089062700,0,304,35789,47.40999985,44.90000153,5.510000229,22.87000084,13.38000011,51875,38364,61458,54.27999878,15.55000019,81.44000244,157300,0,1
"22089062800","35380",22089062800,0,399,31202,35.61000061,56.65000153,7.510000229,23.68000031,4.75,42431,31285,57803,54.72999954,17.54999924,71.16000366,140600,0,1
"22089062900","35380",22089062900,0,164,41667,84.52999878,8.600000381,3.400000095,9.5,5.28000021,54677,46932,60089,50.36000061,20.29000092,82.25,152300,0,1
"22089063000","35380",22089063000,0,59,41691,63.68000031,31.22999954,3.549999952,9.119999886,3.819999933,47336,41438,47981,58.15999985,17.57999992,90.54000092,150200,0,1
"22089063100","35380",22089063100,0,301,67145,84.08999634,6.510000229,4.369999886,3.960000038,3.75,85400,21857,87981,38.72000122,23.77000046,82.62999725,241300,0,1
"22089063200","35380",22089063200,0,317,38875,90.84999847,3.430000067,2.200000048,13.36999989,5.019999981,55962,51391,61094,67.65000153,11.98999977,88.11000061,123300,0,1
"22095070100","35380",22095070100,0,92,63281,66.02999878,26.94000053,5.070000172,2.049999952,3.920000076,80903,74792,84531,50.31000137,28.44000053,87.16999817,232300,0,1
"22095070200","35380",22095070200,0,266.7138271,46707.08524,12.38000011,80.47000122,4.960000038,10.85000038,11.27000046,59958,58763,78233,48.90999985,17.59000015,89.22000122,152000,0,1
"22095070300","35380",22095070300,0,363.2861633,42386.00057,57.68000031,29.39999962,8.850000381,12.40999985,7.320000172,52892,42721,59340,46.18999863,19.93000031,82.36000061,158800,0,1
"22095070400","35380",22095070400,0,212.834137,64735.00272,65.16999817,29.04000092,4,10.02000046,8.659999847,73281,34769,78750,38.47999954,25.37999916,74.26000214,196100,0,1
"22095070500","35380",22095070500,0,266.1658742,40833.70217,33.75,55.65000153,9.130000114,11.07999992,10.42000008,61888,63906,56123,58.70999908,7.590000153,86.25,141900,0,1
"22095070600","35380",22095070600,0,169.9946747,29375.00047,51.40000153,48.59999847,0,29.90999985,26.12999916,42206,21747,66944,62.13999939,12.14000034,80.91000366,129300,0,1
"22095070700","35380",22095070700,1,295.0053325,34727.9032,56.36000061,36.56999969,5.78000021,19.42000008,9.600000381,42938,44632,43651,63.16999817,11.65999985,70.08000183,104200,1,0
"22095070800","35380",22095070800,0,215,28843,15.60000038,81.08999634,0,28.07999992,27.40999985,33304,32041,56023,68.5,4.510000229,69.56999969,109900,0,1
"22095070900","35380",22095070900,0,280,26618,35.36000061,60.70000076,2.019999981,25.64999962,9.909999847,30221,22355,49141,58.27000046,14.75,59.66999817,162500,0,1
"22095071000","35380",22095071000,0,365.2059078,29830.51098,51.70000076,40.79000092,3.5,22.63999939,5.46999979,37860,35100,41350,66.02999878,9.119999886,57.84000015,80000,0,1
"22095071100","35380",22095071100,0,186.9954376,25781.00092,11.97000027,88.02999878,0,23.87999916,23.53000069,36750,34650,43958,61,8.909999847,74.73000336,88400,0,1
"22103040102","35380",22103040102,1,469.9890099,35480.25234,89.26000214,3.599999905,2.829999924,14.97000027,7.300000191,49444,38651,52311,55.38000107,18.52000046,82.86000061,157500,1,0
"22103040103","35380",22103040103,0,161.38591,41099.99824,95.55999756,0.109999999,4.329999924,9.239999771,5.789999962,51250,49940.7174925069,51451,47.20999908,21.72999954,89.66999817,164100,0,1
"22103040104","35380",22103040104,0,216.6141882,41099.99471,96.94000244,0.50999999,2.390000105,10.32999992,10.17000008,69386,31458,69661,42.04999924,25.10000038,86.73999786,209500,0,1
"22103040201","35380",22103040201,0,257.7906644,37421.60582,81.30000305,8.050000191,2.589999914,11.05000019,8.859999657,57241,34899,58359,50.22999954,20.37999916,89.59999847,199400,0,1
"22103040202","35380",22103040202,0,291.4173767,42881.49187,84.01000214,11.14999962,2.710000038,8.640000343,5.739999771,53794,26755,54855,51.34000015,17.52000046,85.98000336,223100,0,1
"22103040303","35380",22103040303,0,998.0018278,56091.23928,88.12000275,0.649999976,6.309999943,8.600000381,7.449999809,68080,134609,67771,28.89999962,44.68000031,57.68999863,277700,0,1
"22103040304","35380",22103040304,0,249.9857025,90383.99999,95.41000366,0,2.299999952,2.200000048,2.480000019,104205,49940.7174925069,102500,11.22999954,62.70000076,92.93000031,307400,0,1
"22103040305","35380",22103040305,0,262,40295,92.62999725,3.190000057,2.74000001,5.039999962,4.960000038,87354,19706,89302,29,40.34000015,87.08000183,241400,0,1
"22103040400","35380",22103040400,0,296.4467773,49279.99974,92.62000275,3.569999933,2.109999895,11.89000034,2.25999999,80743,16082,82628,23.27000046,44.79000092,81.06999969,245100,0,1
"22103040501","35380",22103040501,0,530.3703003,27070.99882,43.04000092,54.47000122,2.200000048,32.56999969,6.980000019,27864,25345,38529,45.20999908,25.45000076,53.06000137,155300,0,1
"22103040502","35380",22103040502,0,157.9903717,42016.99787,71.37000275,23.42000008,3.730000019,12.17000008,6.559999943,52578,20286,59844,41.06999969,27.07999992,83.68000031,167900,0,1
"22103040601","35380",22103040601,0,126,78122,98.05999756,0.870000005,0.779999971,4.550000191,0,92115,49940.7174925069,93906,19.20000076,55.93999863,84.37999725,354500,0,1
"22103040602","35380",22103040602,0,367,42266,86.33999634,0.25999999,11.72000027,4.420000076,4.050000191,55962,49940.7174925069,56673,33.90000153,42.72000122,59.77999878,265500,0,1
"22103040604","35380",22103040604,0,370.8141479,47254.00047,90.29000092,1.870000005,5.71999979,21.87999916,9.069999695,52561,73393,51810,45.13000107,25.47999954,71.56999969,164200,0,1
"22103040605","35380",22103040605,1,320.2189163,47254.01708,81.91999817,10.64999962,4.710000038,8.220000267,8.56000042,77476,51250,93000,29.12999916,41.84000015,85.25,255900,1,0
"22103040701","35380",22103040701,0,296.4916408,50757.65737,69.91000366,22.02000046,6.320000172,5.119999886,8.119999886,67316,66361,68163,41.93999863,22.51000023,77.83000183,176000,0,1
"22103040704","35380",22103040704,0,451.524621,28620.39697,77.5,17.20000076,2.779999971,22.48999977,6.809999943,30741,30825,36875,63.86000061,11.22999954,73.54000092,107100,0,1
"22103040705","35380",22103040705,0,355.5599494,46330.62003,79.91999817,14.42000008,3.460000038,9.890000343,11.02000046,53410,62955,53859,42.15999985,23.36000061,68.30000305,158400,0,1
"22103040706","35380",22103040706,0,348.9247742,39468.99913,89.30999756,3.460000038,4.320000172,14.63000011,5,49206,79276,49703,50.45999908,22.86000061,70.44000244,174500,0,1
"22103040708","35380",22103040708,0,242,75507,82.91999817,10.92000008,3.220000029,5.289999962,9.109999657,98023,107019,100372,23.06999969,45.11999893,86.30999756,284200,0,1
"22103040709","35380",22103040709,0,266.5691713,62475.75856,80.88999939,3.609999895,13.32999992,2.279999971,9.239999771,81318,89063,83125,42.40000153,30.27000046,83.05999756,190500,0,1
"22103040710","35380",22103040710,0,261.2535706,62520.99923,71.58000183,13.57999992,2.49000001,5.650000095,6.539999962,63462,64609,64931,43.77999878,29.54999924,79.76999664,217900,0,1
"22103040801","35380",22103040801,0,328.3527222,40563.00103,64.31999969,15.64000034,14.32999992,19.25,9.81000042,40450,16964,46131,50.93000031,15.19999981,60.86999893,147200,0,1
"22103040802","35380",22103040802,0,735,54268,81.69999695,8.430000305,2.210000038,3.589999914,3.150000095,80964,49929,85237,37.36999893,26.5,76.66999817,292500,0,1
"22103040803","35380",22103040803,1,528,41795,45.65999985,42.88999939,5.349999905,17.37999916,10.57999992,52314,54604,50280,36.79000092,19.01000023,67.23999786,151200,1,0
"22103040900","35380",22103040900,0,589.6507043,25539.90323,43.25,47.34999847,6.710000038,24.92000008,12.85999966,30110,26875,31898,60.97999954,7.25,56.61999893,96300,0,1
"22103041002","35380",22103041002,0,177.1723216,44779.1452,92.5,2.410000086,2.069999933,17.73999977,10.19999981,49423,49940.7174925069,50439,35.93000031,32.25,86.05000305,158700,0,1
"22103041003","35380",22103041003,0,388.7248877,55107.69682,84.79000092,9.090000153,5.380000114,9.210000038,2.900000095,55631,34000,55794,38.47000122,27.89999962,79.73000336,167200,0,1
"22103041004","35380",22103041004,0,182.1000061,51553.99967,87.91000366,4.190000057,5.269999981,6.650000095,10.84000015,61333,100417,63269,38.56000137,26.28000069,87.98999786,162000,0,1
"22103041101","35380",22103041101,0,158,40369,83.34999847,12.76000023,2.339999914,15.02999973,5.25,44342,43125,50164,48.40000153,13.36999989,86.76000214,137300,0,1
"22103041102","35380",22103041102,0,432,45818,65.26999664,25.05999947,6.96999979,17.37000084,5.989999771,41228,37159,46410,43.58000183,21.34000015,72.58999634,139700,0,1
"22103041103","35380",22103041103,0,424.1706707,30546.19555,45.47999954,40.61999893,10.51000023,25.45000076,13.40999985,35100,48108,30427,56.27999878,8.079999924,59.70999908,120200,0,1
"22103041104","35380",22103041104,0,244.996555,40205.09805,82.69999695,11.06999969,1.99000001,11.43000031,5.860000134,63125,37000,69716,43.15000153,31.51000023,79.36000061,143700,0,1
"22103041202","35380",22103041202,0,152.2346953,36649.04999,60.13999939,26.69000053,10.60999966,29.98999977,15.18000031,41200,19420,44398,56.08000183,14.38000011,72.84999847,170500,0,1
"22103041204","35380",22103041204,0,331.2736511,40937.99941,71.75,20.77000046,2.829999924,15.52999973,10.38000011,42375,35750,48790,58.13999939,14.68000031,80.08999634,158600,0,1
"22103041207","35380",22103041207,0,164.7479248,79535.0028,92.87000275,1.299999952,4.010000229,3.640000105,7.170000076,59820,49940.7174925069,59845,28.28000069,37.75,73.55999756,241400,0,1
"22103041208","35380",22103041208,0,167.7097778,79534.99675,88.77999878,0,4.670000076,1.809999943,1.730000019,136757,49940.7174925069,144545,16.54999924,61.33000183,97.73999786,358200,0,1
"22103041209","35380",22103041209,0,204.4188385,79535.00231,88.20999908,7.260000229,1.809999943,2.950000048,4.739999771,77264,50901,78194,15.52999973,54.33000183,76.25,239900,0,1
"22103041210","35380",22103041210,0,47.08558655,65759.00092,87.77999878,6.440000057,0,2.25,2.49000001,65833,65667,64608,46.04000092,20.5,80.18000031,171700,0,1
"22103041211","35380",22103041211,0,127.0397186,65759.00245,88.72000122,1.629999995,6.389999866,4.119999886,7.769999981,88058,49940.7174925069,92614,25.93000031,39.86999893,86.01000214,226400,0,1
"22103041212","35380",22103041212,0,76.87468719,65759.00142,88.77999878,1.769999981,6.829999924,1.720000029,4.860000134,95231,49940.7174925069,93929,16.80999947,48.74000168,92.88999939,234000,0,1
"22103041300","35380",22103041300,0,776.1234668,54985.43959,73.48000336,12.63000011,10.32999992,6.039999962,6.869999886,62485,45304,66741,26.12999916,42.72000122,69.91999817,217400,0,1
